CustomerID,Age,Gender,Tenure_Months,Contract_Type,Monthly_Charges,Total_Charges,Num_Products,Support_Tickets,Satisfaction_Score,Payment_Method,Internet_Service,Region,Churn
CUST-2107,34.0,Female,30.0,One Year,42.01,1249.67,3.0,5.0,5.0,,Fiber Optic,North,No
CUST-1461,52.0,male,33.0,Month-to-Month,41.2,1341.66,1.0,11.0,3.0,Bank Transfer,DSL,North,No
CUST-2075,31.0,Male,38.0,month-to-month,92.34,3467.62,2.0,1.0,1.0,Bank Transfer,DSL,South,No
CUST-2031,36.0,F,2.0,Month-to-Month,30.53,42.59,2.0,10.0,4.0,Bank Transfer,DSL,East,No
CUST-2415,43.0,F,16.0,month-to-month,57.45,997.04,1.0,0.0,1.0,Bank Transfer,DSL,West,Yes
CUST-1377,29.0,F,52.0,One Year,42.6,2265.93,1.0,0.0,4.0,,Fiber Optic,North,No
CUST-1286,53.0,female,25.0,month-to-month,34.88,,1.0,0.0,3.0,Credit Card,fiber optic,East,No
CUST-2495,66.0,Female,23.0,One Year,97.52,2245.14,4.0,6.0,5.0,,,East,No
CUST-2000,70.0,male,58.0,month-to-month,107.63,6209.82,4.0,11.0,3.0,Electronic Check,DSL,West,No
CUST-1126,22.0,Male,33.0,month-to-month,50.94,1571.76,2.0,5.0,3.0,Credit Card,fiber optic,,No
CUST-1327,26.0,M,60.0,month-to-month,100.44,6026.43,3.0,13.0,3.0,Bank Transfer,Fiber Optic,West,Yes
CUST-1292,49.0,female,11.0,Two Year,57.53,677.91,5.0,0.0,5.0,Credit Card,DSL,North,No
CUST-1590,27.0,male,31.0,One Year,493.59177870528157,1202.69,1.0,14.0,,Credit Card,DSL,West,No
CUST-1924,63.0,Male,20.0,Month-to-Month,44.76,856.14,1.0,12.0,1.0,Bank Transfer,Fiber Optic,,Yes
CUST-1528,54.0,Female,3.0,One Year,50.29,220.89,3.0,6.0,2.0,Credit Card,,West,No
CUST-2131,66.0,male,52.0,Month-to-Month,34.03,1768.04,3.0,4.0,5.0,,No,East,No
CUST-1355,63.0,male,63.0,One Year,100.82,6318.81,4.0,2.0,4.0,Mailed Check,DSL,West,No
CUST-2422,71.0,M,4.0,One Year,37.51,166.25,4.0,2.0,5.0,Electronic Check,No,West,No
CUST-2269,22.0,Male,60.0,month-to-month,65.52,4027.92,4.0,11.0,5.0,,Fiber Optic,South,No
CUST-1170,66.0,female,17.0,One Year,75.86,1323.27,1.0,4.0,4.0,Credit Card,No,North,No
CUST-2027,46.0,M,17.0,Two Year,36.57,696.97,2.0,3.0,5.0,Bank Transfer,Fiber Optic,,Yes
CUST-2198,21.0,male,3.0,One Year,119.62,419.47,4.0,6.0,,Bank Transfer,DSL,North,No
CUST-1670,49.0,male,62.0,One Year,95.88,5908.61,4.0,12.0,1.0,Bank Transfer,No,,Yes
CUST-2150,23.0,Female,58.0,month-to-month,40.23,2349.79,4.0,10.0,5.0,Bank Transfer,No,West,No
CUST-2319,44.0,male,50.0,month-to-month,28.51,1368.95,2.0,13.0,3.0,Electronic Check,No,South,No
CUST-1209,44.0,Male,32.0,month-to-month,56.46,1856.95,2.0,14.0,4.0,Credit Card,,West,Yes
CUST-1914,54.0,male,67.0,Two Year,44.2,2898.93,5.0,4.0,3.0,Mailed Check,Fiber Optic,South,No
CUST-2142,62.0,Female,63.0,month-to-month,85.41,5392.6,2.0,0.0,4.0,Bank Transfer,DSL,East,No
CUST-1140,,M,35.0,One Year,56.91,1973.0,4.0,14.0,3.0,Mailed Check,Fiber Optic,West,No
CUST-2121,62.0,M,8.0,One Year,100.45,854.4,4.0,0.0,5.0,Electronic Check,fiber optic,,No
CUST-2054,74.0,female,51.0,One Year,31.54,1732.79,3.0,3.0,3.0,Credit Card,fiber optic,,No
CUST-2113,34.0,Female,32.0,Month-to-Month,92.27,3044.83,4.0,1.0,5.0,,Fiber Optic,North,No
CUST-2236,32.0,Female,47.0,month-to-month,64.23,2900.94,2.0,14.0,3.0,Mailed Check,DSL,,No
CUST-2242,48.0,Male,50.0,Month-to-Month,446.9659320869308,5633.01,5.0,5.0,4.0,Mailed Check,DSL,North,Yes
CUST-2087,,M,21.0,month-to-month,66.63,1371.92,3.0,9.0,,Electronic Check,,South,Yes
CUST-2217,23.0,F,64.0,Month-to-Month,98.37,6263.91,5.0,12.0,5.0,Mailed Check,Fiber Optic,,No
CUST-1788,20.0,Female,18.0,One Year,116.7,2097.55,4.0,9.0,4.0,Mailed Check,fiber optic,North,Yes
CUST-1010,28.0,Female,1.0,month-to-month,105.83,155.39,3.0,0.0,2.0,Electronic Check,fiber optic,,No
CUST-1777,20.0,female,42.0,One Year,58.44,2408.07,4.0,0.0,5.0,Mailed Check,DSL,West,No
CUST-1282,33.0,F,67.0,month-to-month,99.42,6707.54,3.0,5.0,4.0,,DSL,West,No
CUST-1291,37.0,M,5.0,Two Year,78.87,439.09,5.0,0.0,2.0,,Fiber Optic,West,No
CUST-1601,72.0,Male,1.0,One Year,118.12,173.32,1.0,6.0,1.0,Credit Card,DSL,East,No
CUST-1543,57.0,F,20.0,Month-to-Month,56.57,1114.47,,6.0,,Bank Transfer,,South,No
CUST-1129,58.0,Female,,Two Year,102.12,6352.82,2.0,10.0,3.0,Mailed Check,,South,Yes
CUST-1323,22.0,M,42.0,month-to-month,89.25,3752.36,4.0,14.0,2.0,,No,North,No
CUST-1899,52.0,Female,6.0,Month-to-Month,117.7,701.47,2.0,1.0,2.0,Electronic Check,,,No
CUST-1532,26.0,Female,54.0,Two Year,68.41,3664.51,4.0,4.0,2.0,Electronic Check,DSL,,No
CUST-1631,68.0,Female,50.0,month-to-month,62.87,3112.9,1.0,5.0,3.0,,,South,No
CUST-2293,50.0,F,33.0,Month-to-Month,28.46,,4.0,10.0,4.0,Mailed Check,Fiber Optic,South,Yes
CUST-1551,46.0,female,34.0,month-to-month,101.11,3446.59,2.0,7.0,5.0,Bank Transfer,DSL,South,No
CUST-1867,35.0,Female,12.0,Two Year,84.85,993.58,4.0,8.0,1.0,Electronic Check,DSL,North,No
CUST-1986,34.0,F,63.0,Month-to-Month,45.0,2874.24,2.0,7.0,1.0,Bank Transfer,,West,No
CUST-1158,31.0,Female,70.0,Month-to-Month,32.06,2229.27,5.0,4.0,3.0,,DSL,,No
CUST-1619,18.0,Female,29.0,One Year,69.89,2043.74,5.0,14.0,1.0,Electronic Check,DSL,East,No
CUST-1114,41.0,Male,11.0,Month-to-Month,107.42,1189.65,3.0,12.0,3.0,Bank Transfer,Fiber Optic,East,No
CUST-2114,30.0,M,39.0,One Year,,3279.37,5.0,1.0,5.0,Bank Transfer,Fiber Optic,East,No
CUST-1195,,female,4.0,month-to-month,63.05,240.96,3.0,3.0,4.0,Bank Transfer,No,,No
CUST-2366,37.0,Male,63.0,Month-to-Month,61.86,3935.18,2.0,9.0,3.0,Bank Transfer,DSL,North,No
CUST-2061,60.0,F,58.0,month-to-month,59.19,3439.22,2.0,0.0,1.0,,DSL,North,No
CUST-1410,63.0,female,1.0,Two Year,47.62,5.73,2.0,11.0,4.0,Mailed Check,fiber optic,South,No
CUST-1096,38.0,M,53.0,month-to-month,71.66,3794.57,5.0,3.0,5.0,,fiber optic,East,No
CUST-1628,48.0,male,20.0,Month-to-Month,104.8,2082.89,3.0,9.0,2.0,Mailed Check,DSL,East,No
CUST-1156,,Male,8.0,month-to-month,107.37,940.28,3.0,12.0,5.0,Bank Transfer,fiber optic,East,Yes
CUST-1419,63.0,Male,24.0,month-to-month,56.02,1452.68,2.0,9.0,1.0,Credit Card,No,East,Yes
CUST-2270,36.0,male,60.0,month-to-month,86.78,5198.8,4.0,6.0,1.0,Credit Card,No,South,Yes
CUST-1477,68.0,F,30.0,Month-to-Month,109.02,3248.59,5.0,13.0,2.0,Bank Transfer,,South,No
CUST-2434,74.0,F,,month-to-month,35.2,208.47,5.0,8.0,5.0,Bank Transfer,No,South,No
CUST-1694,29.0,female,19.0,month-to-month,89.36,1725.83,2.0,9.0,2.0,,DSL,North,Yes
CUST-2124,53.0,male,23.0,One Year,26.65,576.52,1.0,14.0,2.0,Bank Transfer,fiber optic,,No
CUST-1447,19.0,M,38.0,month-to-month,24.82,991.16,2.0,3.0,2.0,,Fiber Optic,East,No
CUST-1664,52.0,male,19.0,Two Year,48.25,838.95,2.0,8.0,3.0,Bank Transfer,fiber optic,North,No
CUST-1178,62.0,F,59.0,Month-to-Month,47.54,2872.19,5.0,13.0,3.0,Electronic Check,Fiber Optic,West,Yes
CUST-1390,44.0,Female,13.0,Month-to-Month,88.26,1147.37,2.0,0.0,1.0,Bank Transfer,No,North,No
CUST-2341,53.0,F,16.0,One Year,87.4,1386.51,5.0,9.0,,,fiber optic,North,No
CUST-2134,59.0,female,23.0,month-to-month,94.23,2128.77,4.0,0.0,4.0,Bank Transfer,No,North,No
CUST-2292,34.0,female,,One Year,62.33,3031.26,3.0,2.0,3.0,Bank Transfer,No,South,No
CUST-1651,46.0,M,34.0,month-to-month,76.41,2607.18,2.0,8.0,2.0,Credit Card,Fiber Optic,East,No
CUST-1618,,female,26.0,Two Year,97.16,2456.31,5.0,6.0,4.0,Mailed Check,fiber optic,West,No
CUST-1682,58.0,male,19.0,Two Year,38.61,719.76,3.0,13.0,4.0,Bank Transfer,No,West,No
CUST-1936,48.0,Male,3.0,Month-to-Month,74.43,167.79,5.0,14.0,4.0,Credit Card,,,No
CUST-1849,54.0,Male,2.0,month-to-month,62.27,98.68,2.0,13.0,4.0,Electronic Check,Fiber Optic,,No
CUST-1802,62.0,male,71.0,Two Year,107.14,7676.9,2.0,4.0,3.0,Electronic Check,DSL,South,No
CUST-1704,36.0,female,3.0,month-to-month,96.55,316.2,5.0,10.0,3.0,,Fiber Optic,East,No
CUST-1294,69.0,Male,38.0,month-to-month,40.32,1613.32,2.0,13.0,4.0,Bank Transfer,fiber optic,East,No
CUST-1584,71.0,M,40.0,Month-to-Month,104.36,4149.6,1.0,11.0,4.0,Credit Card,DSL,East,No
CUST-1941,71.0,Male,8.0,One Year,72.14,507.95,4.0,7.0,5.0,Mailed Check,No,East,No
CUST-1088,48.0,M,37.0,month-to-month,47.68,1785.64,4.0,1.0,1.0,Bank Transfer,No,South,No
CUST-1041,72.0,Female,48.0,Month-to-Month,27.9,1385.4,5.0,1.0,2.0,Bank Transfer,DSL,South,No
CUST-2005,65.0,Male,53.0,Two Year,39.39,1958.25,4.0,10.0,4.0,,Fiber Optic,South,No
CUST-1620,50.0,female,1.0,Month-to-Month,21.21,81.44,1.0,12.0,4.0,,DSL,,No
CUST-2377,60.0,female,43.0,month-to-month,108.95,4667.79,2.0,13.0,3.0,,No,East,Yes
CUST-2442,28.0,male,66.0,Month-to-Month,,2775.42,3.0,13.0,4.0,,,West,No
CUST-2403,68.0,Female,1.0,Month-to-Month,34.12,-11.69,4.0,8.0,2.0,Electronic Check,DSL,West,Yes
CUST-2253,29.0,F,37.0,One Year,65.48,2386.71,4.0,12.0,1.0,Mailed Check,Fiber Optic,North,No
CUST-1290,36.0,F,25.0,One Year,106.35,2636.09,2.0,14.0,2.0,Credit Card,fiber optic,North,Yes
CUST-2473,34.0,Male,39.0,Month-to-Month,43.75,,2.0,3.0,4.0,Bank Transfer,fiber optic,South,No
CUST-2320,53.0,male,68.0,Two Year,58.56,3939.52,2.0,11.0,3.0,Bank Transfer,,,Yes
CUST-1348,52.0,Male,17.0,month-to-month,68.76,1227.17,1.0,14.0,3.0,Electronic Check,No,North,No
CUST-1571,29.0,F,38.0,Month-to-Month,70.06,2687.65,2.0,4.0,,Bank Transfer,fiber optic,East,Yes
CUST-1611,52.0,M,28.0,One Year,424.6924699943491,1869.25,4.0,3.0,5.0,,fiber optic,,No
CUST-2467,43.0,male,16.0,Month-to-Month,75.12,1220.41,3.0,3.0,,,No,South,No
CUST-2410,40.0,female,32.0,One Year,48.57,1600.84,3.0,9.0,3.0,Credit Card,Fiber Optic,North,No
CUST-2140,51.0,M,56.0,One Year,95.87,5437.22,1.0,8.0,1.0,Mailed Check,,East,No
CUST-2030,68.0,M,1.0,One Year,55.43,98.1,2.0,14.0,5.0,,,,No
CUST-1741,63.0,M,,Month-to-Month,115.22,4001.94,3.0,14.0,1.0,Mailed Check,No,West,No
CUST-1458,59.0,F,32.0,month-to-month,61.65,1931.13,3.0,12.0,5.0,Credit Card,DSL,South,No
CUST-1375,50.0,female,29.0,One Year,,1516.91,1.0,12.0,5.0,Electronic Check,Fiber Optic,West,No
CUST-1333,20.0,M,23.0,month-to-month,87.68,2002.66,3.0,13.0,3.0,Bank Transfer,DSL,South,No
CUST-1816,64.0,F,41.0,month-to-month,55.3,2255.88,4.0,9.0,5.0,Mailed Check,Fiber Optic,East,Yes
CUST-2375,43.0,male,23.0,month-to-month,104.01,2452.48,4.0,7.0,3.0,,No,West,No
CUST-2138,69.0,Female,37.0,One Year,95.0,3467.98,2.0,10.0,1.0,Mailed Check,No,West,No
CUST-1879,72.0,M,21.0,Month-to-Month,114.67,2411.5,1.0,7.0,4.0,Electronic Check,Fiber Optic,West,No
CUST-2444,19.0,F,3.0,Two Year,110.84,337.35,5.0,4.0,4.0,Electronic Check,Fiber Optic,East,Yes
CUST-1610,67.0,M,56.0,One Year,36.17,1894.17,1.0,11.0,2.0,Mailed Check,No,North,No
CUST-1328,58.0,female,7.0,month-to-month,47.88,344.98,5.0,6.0,5.0,Credit Card,fiber optic,South,No
CUST-1318,66.0,male,48.0,Two Year,112.64,5478.88,2.0,5.0,3.0,,fiber optic,South,No
CUST-2211,28.0,M,63.0,Two Year,44.15,2765.42,1.0,2.0,4.0,Electronic Check,,East,No
CUST-2058,64.0,F,5.0,Two Year,34.28,244.3,3.0,3.0,3.0,,No,East,No
CUST-1167,,female,10.0,One Year,77.72,753.54,5.0,7.0,3.0,Electronic Check,fiber optic,,No
CUST-1012,41.0,Male,29.0,month-to-month,111.08,3166.9,5.0,0.0,5.0,Credit Card,DSL,West,No
CUST-1171,69.0,F,23.0,Two Year,54.32,1161.13,2.0,8.0,,Credit Card,DSL,,No
CUST-1260,49.0,M,41.0,month-to-month,82.62,3413.25,5.0,11.0,1.0,Bank Transfer,No,East,No
CUST-1887,66.0,male,36.0,Month-to-Month,,3200.56,2.0,5.0,4.0,Electronic Check,No,North,No
CUST-1930,18.0,Male,33.0,One Year,28.11,903.26,,8.0,1.0,Bank Transfer,,East,No
CUST-1859,30.0,Female,69.0,Month-to-Month,80.36,5529.77,1.0,6.0,3.0,,Fiber Optic,South,Yes
CUST-1138,72.0,male,25.0,Two Year,58.38,1451.22,1.0,8.0,5.0,Bank Transfer,DSL,North,No
CUST-1549,22.0,Male,36.0,month-to-month,77.83,2765.15,4.0,11.0,2.0,Electronic Check,DSL,West,No
CUST-1982,47.0,F,52.0,month-to-month,88.51,4662.2,5.0,10.0,2.0,Credit Card,Fiber Optic,East,No
CUST-1915,70.0,F,7.0,Month-to-Month,91.41,584.47,2.0,11.0,2.0,Electronic Check,No,North,No
CUST-1839,,M,27.0,Two Year,63.2,1707.8,3.0,8.0,2.0,Mailed Check,,West,Yes
CUST-1558,54.0,female,3.0,One Year,49.05,65.27,4.0,9.0,4.0,Mailed Check,DSL,North,No
CUST-1139,40.0,female,39.0,Month-to-Month,65.62,2525.21,4.0,2.0,5.0,Credit Card,DSL,South,No
CUST-2361,53.0,Female,27.0,Two Year,,656.03,3.0,14.0,3.0,Bank Transfer,DSL,North,No
CUST-1943,20.0,M,68.0,Month-to-Month,57.11,3870.28,5.0,8.0,2.0,Bank Transfer,No,South,No
CUST-1224,61.0,Male,,One Year,22.34,37.48,5.0,13.0,2.0,Mailed Check,DSL,West,No
CUST-2381,57.0,Male,11.0,One Year,94.16,1145.05,5.0,0.0,3.0,,,South,No
CUST-1409,46.0,F,3.0,Month-to-Month,426.8410417346455,73.1,3.0,6.0,4.0,Bank Transfer,fiber optic,,No
CUST-1325,49.0,M,27.0,month-to-month,49.94,1445.94,3.0,14.0,4.0,Credit Card,DSL,East,Yes
CUST-1299,35.0,M,37.0,month-to-month,77.73,2837.72,2.0,14.0,1.0,Mailed Check,,South,Yes
CUST-2097,52.0,Male,11.0,Month-to-Month,116.81,,4.0,7.0,5.0,Credit Card,fiber optic,South,Yes
CUST-2494,46.0,male,6.0,Two Year,72.47,397.47,4.0,8.0,3.0,Bank Transfer,,South,No
CUST-1721,70.0,male,46.0,Two Year,62.26,2806.11,3.0,9.0,5.0,Mailed Check,fiber optic,East,No
CUST-2445,24.0,female,30.0,One Year,66.81,1988.1,2.0,6.0,4.0,Credit Card,DSL,,No
CUST-2022,42.0,F,42.0,Two Year,,3887.51,4.0,4.0,3.0,Credit Card,No,South,No
CUST-1942,71.0,Female,21.0,One Year,26.85,537.04,3.0,5.0,2.0,Mailed Check,Fiber Optic,West,No
CUST-1573,43.0,F,62.0,month-to-month,27.62,1769.15,2.0,12.0,3.0,Electronic Check,DSL,,No
CUST-1503,22.0,M,26.0,Month-to-Month,72.13,1821.89,1.0,0.0,1.0,,,,No
CUST-1605,49.0,Male,37.0,month-to-month,114.37,4190.27,3.0,14.0,1.0,,No,East,No
CUST-2378,29.0,female,19.0,Two Year,,1057.52,2.0,12.0,4.0,Credit Card,DSL,West,No
CUST-1003,32.0,M,1.0,Month-to-Month,,44.57,2.0,0.0,5.0,Bank Transfer,,East,No
CUST-1741,63.0,M,,Month-to-Month,115.22,4001.94,3.0,14.0,1.0,Mailed Check,No,West,No
CUST-1467,74.0,Female,17.0,One Year,80.78,1386.01,5.0,14.0,3.0,Credit Card,No,North,Yes
CUST-1321,65.0,female,45.0,One Year,88.77,3951.14,4.0,10.0,4.0,Credit Card,DSL,West,No
CUST-1005,25.0,F,66.0,Month-to-Month,62.25,4165.84,2.0,6.0,2.0,,fiber optic,North,No
CUST-1222,68.0,F,65.0,Month-to-Month,58.8,3882.51,1.0,3.0,5.0,Credit Card,,North,No
CUST-1547,33.0,Female,49.0,Two Year,82.24,4030.23,1.0,11.0,2.0,Mailed Check,No,West,No
CUST-1807,38.0,female,25.0,Month-to-Month,77.17,2020.61,1.0,10.0,2.0,Mailed Check,No,North,Yes
CUST-1039,68.0,Female,14.0,Two Year,109.23,1558.92,5.0,12.0,1.0,Mailed Check,No,West,No
CUST-1542,42.0,male,4.0,month-to-month,27.56,-8.58,,6.0,4.0,Bank Transfer,No,North,No
CUST-1242,66.0,female,61.0,month-to-month,35.41,2151.41,5.0,10.0,1.0,,fiber optic,South,No
CUST-1136,,F,43.0,month-to-month,88.66,3870.25,5.0,7.0,5.0,Bank Transfer,DSL,North,No
CUST-2234,26.0,Male,15.0,Month-to-Month,119.07,1779.51,2.0,4.0,4.0,Mailed Check,DSL,West,No
CUST-2376,63.0,male,50.0,Month-to-Month,118.95,5925.38,2.0,1.0,2.0,Bank Transfer,No,,No
CUST-1834,33.0,Female,60.0,Month-to-Month,61.83,3681.1,3.0,8.0,4.0,Credit Card,Fiber Optic,East,Yes
CUST-2088,20.0,Female,36.0,Month-to-Month,27.57,1022.36,3.0,11.0,1.0,Credit Card,DSL,East,Yes
CUST-2108,56.0,female,44.0,One Year,55.05,2396.16,2.0,7.0,2.0,,fiber optic,,No
CUST-1811,52.0,Female,7.0,Two Year,87.4,694.36,4.0,13.0,4.0,Bank Transfer,Fiber Optic,,No
CUST-2420,74.0,M,13.0,One Year,104.51,1367.14,2.0,13.0,3.0,,No,North,No
CUST-1581,54.0,male,35.0,Two Year,64.55,2193.64,5.0,11.0,4.0,Credit Card,No,South,No
CUST-2062,65.0,M,31.0,month-to-month,109.57,3332.95,3.0,12.0,5.0,,fiber optic,South,No
CUST-2397,59.0,F,7.0,Two Year,68.96,488.0,4.0,6.0,2.0,Electronic Check,DSL,South,No
CUST-2443,55.0,F,47.0,month-to-month,43.81,1934.45,1.0,2.0,,Mailed Check,DSL,North,No
CUST-1376,65.0,F,36.0,Two Year,67.64,2406.94,2.0,14.0,3.0,,,South,No
CUST-1314,43.0,Male,19.0,One Year,,2049.37,4.0,13.0,3.0,Bank Transfer,,West,No
CUST-1442,,male,,Two Year,90.25,1250.5,3.0,12.0,2.0,Mailed Check,fiber optic,South,No
CUST-1319,19.0,M,41.0,month-to-month,21.91,787.99,2.0,0.0,2.0,Bank Transfer,No,South,No
CUST-2417,53.0,M,63.0,month-to-month,56.74,3486.27,5.0,8.0,4.0,Bank Transfer,Fiber Optic,East,No
CUST-1855,26.0,Male,22.0,month-to-month,46.85,964.41,4.0,4.0,5.0,Mailed Check,Fiber Optic,West,No
CUST-2176,21.0,Female,56.0,One Year,86.2,4831.18,4.0,0.0,3.0,Mailed Check,No,South,No
CUST-1424,69.0,F,60.0,One Year,109.19,6532.69,3.0,4.0,4.0,,,,No
CUST-1553,20.0,Female,6.0,One Year,58.82,356.36,4.0,7.0,5.0,Bank Transfer,DSL,North,No
CUST-1594,73.0,male,14.0,month-to-month,,1670.53,3.0,9.0,1.0,Electronic Check,DSL,South,No
CUST-1967,55.0,Female,11.0,Month-to-Month,25.62,240.18,2.0,11.0,1.0,,,,No
CUST-2232,26.0,Female,20.0,One Year,78.69,1640.7,3.0,3.0,4.0,Credit Card,No,East,No
CUST-2299,57.0,M,15.0,month-to-month,106.3,1601.83,1.0,2.0,1.0,Electronic Check,,East,No
CUST-1901,38.0,male,22.0,month-to-month,20.83,478.87,1.0,13.0,1.0,Electronic Check,Fiber Optic,East,Yes
CUST-1672,40.0,male,64.0,Two Year,55.31,3606.69,3.0,0.0,1.0,Credit Card,No,South,No
CUST-1227,71.0,male,30.0,Two Year,48.92,1440.16,1.0,13.0,3.0,Credit Card,Fiber Optic,North,No
CUST-1767,48.0,Female,45.0,Two Year,105.65,4773.14,4.0,5.0,5.0,,,East,No
CUST-1892,39.0,M,67.0,Month-to-Month,45.31,3075.29,3.0,5.0,5.0,Credit Card,DSL,East,No
CUST-1715,70.0,M,37.0,month-to-month,92.93,3406.5,5.0,2.0,3.0,Credit Card,DSL,West,Yes
CUST-2450,34.0,Female,35.0,month-to-month,402.5778913734192,2225.17,4.0,11.0,4.0,Mailed Check,DSL,South,No
CUST-1066,64.0,female,44.0,month-to-month,64.34,2839.82,1.0,9.0,1.0,Bank Transfer,DSL,North,No
CUST-1393,38.0,F,29.0,One Year,102.25,3037.22,3.0,0.0,1.0,,DSL,,No
CUST-1579,50.0,Male,28.0,Two Year,24.39,815.17,2.0,5.0,1.0,Electronic Check,DSL,West,No
CUST-1024,55.0,male,57.0,Month-to-Month,74.07,4139.54,5.0,12.0,4.0,,DSL,,Yes
CUST-1211,69.0,male,46.0,Two Year,118.8,5439.61,3.0,2.0,3.0,Electronic Check,No,South,No
CUST-2205,64.0,F,19.0,One Year,119.89,,4.0,10.0,5.0,Mailed Check,,West,Yes
CUST-1843,,male,,Two Year,37.94,1911.82,1.0,13.0,2.0,,No,West,No
CUST-1536,18.0,Female,31.0,Two Year,115.78,3563.32,3.0,3.0,,Electronic Check,fiber optic,West,No
CUST-2350,46.0,M,63.0,One Year,68.45,4409.89,3.0,7.0,1.0,Credit Card,No,North,No
CUST-1711,42.0,male,25.0,month-to-month,50.42,1298.71,3.0,12.0,4.0,,No,,No
CUST-1085,27.0,F,38.0,Month-to-Month,67.25,2588.16,4.0,9.0,5.0,Bank Transfer,,West,Yes
CUST-2404,46.0,M,8.0,Two Year,77.09,669.05,2.0,8.0,1.0,Credit Card,fiber optic,West,Yes
CUST-1272,69.0,Male,50.0,One Year,74.3,3767.64,5.0,2.0,2.0,,DSL,North,Yes
CUST-2167,54.0,female,58.0,Two Year,113.91,6601.54,5.0,4.0,5.0,Credit Card,DSL,North,No
CUST-1710,29.0,Male,26.0,month-to-month,42.61,1172.37,3.0,12.0,5.0,Mailed Check,fiber optic,West,Yes
CUST-2405,31.0,Female,32.0,Two Year,38.53,1270.97,,0.0,2.0,Credit Card,fiber optic,,No
CUST-1630,19.0,Male,43.0,One Year,29.54,1250.31,1.0,0.0,5.0,Electronic Check,,North,No
CUST-2128,64.0,Male,13.0,One Year,95.17,,3.0,14.0,5.0,,Fiber Optic,South,No
CUST-2454,71.0,Male,51.0,Month-to-Month,59.79,3053.23,1.0,8.0,,Bank Transfer,Fiber Optic,,No
CUST-1505,,F,41.0,Two Year,32.56,,3.0,9.0,4.0,,No,South,No
CUST-1273,51.0,male,62.0,One Year,42.77,2662.93,1.0,0.0,1.0,Credit Card,fiber optic,East,No
CUST-2239,72.0,female,69.0,month-to-month,42.89,2957.68,3.0,8.0,3.0,,fiber optic,North,No
CUST-1362,53.0,male,68.0,Month-to-Month,70.06,4794.5,2.0,13.0,1.0,Mailed Check,fiber optic,North,Yes
CUST-1622,27.0,F,,month-to-month,55.7,3817.93,2.0,7.0,1.0,Bank Transfer,,East,No
CUST-1002,46.0,Male,,Month-to-Month,58.04,,5.0,13.0,3.0,Mailed Check,DSL,North,Yes
CUST-1006,38.0,F,38.0,One Year,24.2,936.17,5.0,12.0,1.0,Mailed Check,No,South,Yes
CUST-1311,52.0,female,40.0,Two Year,104.7,4214.67,2.0,4.0,3.0,Electronic Check,No,East,No
CUST-2055,64.0,female,24.0,Two Year,80.56,1996.07,5.0,4.0,2.0,Mailed Check,fiber optic,East,No
CUST-1712,69.0,female,12.0,month-to-month,50.39,579.61,4.0,10.0,3.0,Electronic Check,Fiber Optic,North,Yes
CUST-1665,65.0,female,31.0,One Year,115.05,3659.69,5.0,2.0,1.0,Credit Card,fiber optic,West,No
CUST-2305,23.0,Female,14.0,month-to-month,119.72,1721.25,5.0,0.0,3.0,,No,North,No
CUST-1926,68.0,Male,25.0,month-to-month,65.89,1706.42,,11.0,2.0,Mailed Check,Fiber Optic,East,No
CUST-1215,56.0,M,57.0,Two Year,68.56,3924.97,2.0,14.0,1.0,Bank Transfer,Fiber Optic,North,No
CUST-1925,18.0,Female,10.0,Two Year,26.25,211.25,1.0,10.0,3.0,Bank Transfer,fiber optic,West,No
CUST-1027,50.0,male,54.0,month-to-month,,1128.35,4.0,11.0,3.0,,DSL,East,Yes
CUST-2120,58.0,female,,One Year,20.53,,5.0,10.0,4.0,,DSL,,No
CUST-1937,25.0,F,41.0,Two Year,40.03,1698.58,2.0,7.0,5.0,Credit Card,Fiber Optic,North,No
CUST-1727,52.0,male,25.0,Month-to-Month,57.09,1397.9,2.0,11.0,1.0,Credit Card,,South,Yes
CUST-1638,46.0,F,23.0,Month-to-Month,111.95,2624.55,5.0,6.0,3.0,Mailed Check,,East,Yes
CUST-1809,54.0,male,64.0,One Year,110.61,7064.76,5.0,8.0,3.0,Bank Transfer,No,North,No
CUST-1691,36.0,female,71.0,Two Year,101.09,7216.68,4.0,3.0,1.0,Electronic Check,Fiber Optic,East,No
CUST-2102,54.0,M,,One Year,100.38,1885.61,3.0,2.0,2.0,Credit Card,,East,No
CUST-1624,61.0,male,69.0,month-to-month,42.87,,3.0,5.0,4.0,Credit Card,DSL,North,No
CUST-2432,27.0,male,34.0,Two Year,82.73,2782.67,5.0,4.0,1.0,,DSL,South,No
CUST-1256,19.0,F,20.0,One Year,54.73,1071.14,4.0,12.0,1.0,,No,,No
CUST-1025,19.0,M,67.0,month-to-month,,1987.04,3.0,13.0,1.0,Credit Card,Fiber Optic,North,No
CUST-1336,71.0,Female,32.0,One Year,21.43,780.84,3.0,14.0,2.0,Bank Transfer,DSL,South,No
CUST-1572,33.0,male,41.0,Month-to-Month,87.96,3560.56,1.0,13.0,1.0,Mailed Check,,East,Yes
CUST-1047,24.0,female,19.0,One Year,105.57,2091.46,1.0,10.0,1.0,,Fiber Optic,South,Yes
CUST-1106,58.0,male,54.0,Month-to-Month,49.35,2685.44,3.0,8.0,1.0,Credit Card,fiber optic,West,No
CUST-1349,65.0,Male,60.0,One Year,27.76,1603.32,1.0,73.0,1.0,Electronic Check,No,South,Yes
